0,1,2,3
0.05056716,0.72281516,0.47221464,0.07879813
0.007991628,0.9384,0.15393373,0.115945674
0.017803553,0.8706498,0.25147995,0.13386159
0.021666897,0.7969699,0.23840457,0.28125367
0.05598476,0.5640826,0.5061145,0.068598814
0.035473265,0.7787375,0.35141826,0.088792086
0.018038362,0.89598614,0.22151963,0.10718465
0.010634253,0.9275389,0.16640611,0.14977156
0.017150035,0.8176181,0.23400871,0.21955727
0.008837144,0.9303947,0.16759215,0.14113347
0.02168014,0.8101739,0.2844573,0.21298222
0.018417308,0.8438505,0.25386533,0.100358985
0.014136289,0.9002221,0.2015635,0.14682984
0.00847309,0.92528045,0.18142977,0.094838135
0.082940124,0.3828828,0.767352,0.03205171
0.10321141,0.50864995,0.6271569,0.058987387
0.08439077,0.64768475,0.60528165,0.05486321
0.087022446,0.34230435,0.80709386,0.016304374
0.021585146,0.83741266,0.260984,0.08742461
0.014482467,0.87677085,0.23706742,0.17041497
0.0077938875,0.9324352,0.18479154,0.07074992
0.01295707,0.9030142,0.19471507,0.15484446
0.018819828,0.7881889,0.25378585,0.20619652
0.027667593,0.81667346,0.25050846,0.28929025
0.012897322,0.90149426,0.22733244,0.17936586
0.013581249,0.8743768,0.24931324,0.075822614
0.07962077,0.5041878,0.5702887,0.06834327
0.12002914,0.36405092,0.878643,0.012779661
0.008985099,0.9204394,0.19272596,0.06757733
0.01273544,0.8988074,0.21605304,0.108783595
0.021413794,0.8628296,0.34880155,0.06711196
0.03463511,0.7959718,0.3001885,0.23076811
0.06862671,0.3198273,0.8613553,0.009949242
0.09018368,0.31776643,0.90512645,0.007487102
0.013482105,0.8697695,0.24163432,0.15912656
0.00720078,0.93919635,0.18606022,0.097255185
0.05365739,0.30197385,0.9555989,0.0022977295
0.013563883,0.8587431,0.19987912,0.18575208
0.045711946,0.7155457,0.43457866,0.086017326
0.024164403,0.84728175,0.2730106,0.10887508
0.018415382,0.87845105,0.2484225,0.14186063
0.09530683,0.33767593,0.86962044,0.012364128
0.025484191,0.7829861,0.23764542,0.2859548
0.010201828,0.9190744,0.18509737,0.106404394
0.017024906,0.85116,0.21908131,0.18922307
0.08502423,0.38772485,0.80733556,0.024597649
0.032991868,0.8190811,0.3404551,0.0900036
0.11722402,0.41756856,0.8325322,0.027955206
0.03502714,0.7782148,0.2965461,0.09084728
0.01863811,0.84273946,0.27353078,0.07502139
0.070229545,0.3037858,0.9466068,0.0047584097
0.010679802,0.9136509,0.17749402,0.13915572
0.012518767,0.9073608,0.2118062,0.076745294
0.06677241,0.29233554,0.9663526,0.002233386
0.016780455,0.83696723,0.22823203,0.17866278
0.017542528,0.8149751,0.22170599,0.20554098
0.07971625,0.35434783,0.7534528,0.02413171
0.06519757,0.30434,0.9853408,0.0008913072
0.08605849,0.37195322,0.8277704,0.024378436
0.10493752,0.35381943,0.84616756,0.016919345
0.01695737,0.8698134,0.28171054,0.093365036
0.06275516,0.6480874,0.47055677,0.08214826
0.01916165,0.86725223,0.26832148,0.10605733
0.03733938,0.7807516,0.34084797,0.13665396
0.021467121,0.83302367,0.26893824,0.24942257
0.10507416,0.34521207,0.8435752,0.0147380065
0.026893605,0.83310837,0.31845742,0.08070768
0.006745437,0.9363651,0.1535821,0.083864324
0.015137866,0.882167,0.25321952,0.19656831
0.042526145,0.78384477,0.4140104,0.07766437
0.021418668,0.8295664,0.21581557,0.21567371
0.07842755,0.35076362,0.84066844,0.014297174
0.02312341,0.84168065,0.2937666,0.12218763
0.006667249,0.94336665,0.160437,0.08750137
0.020301837,0.8842082,0.228133,0.14426684
0.009563156,0.9299806,0.16326079,0.14546375
0.09128881,0.39304203,0.7497497,0.03426738
0.0120729515,0.89128506,0.17316507,0.16616082
0.017132275,0.862926,0.23990995,0.20127553
0.021076176,0.8453099,0.25353333,0.28223056
0.008967818,0.9285431,0.18810439,0.06942815
0.009530323,0.92491776,0.18978943,0.14255759
0.021414272,0.8533347,0.25270277,0.18004815
0.008374188,0.93007815,0.1670006,0.11035129
0.08853264,0.38486722,0.6867121,0.042986233
0.07707917,0.30079275,0.91313916,0.0058417325
0.007637987,0.9337916,0.15167093,0.09267426
0.011080551,0.87821895,0.21424262,0.12898241
0.007573219,0.93233055,0.1624959,0.10367678
0.008163042,0.9395417,0.1511488,0.11233018
0.0053718314,0.9517312,0.15804687,0.06069925
0.07914071,0.4395428,0.6379075,0.07007852
0.092425406,0.3452182,0.7772782,0.02753754
0.024163084,0.83487886,0.22022635,0.54285777
0.012735747,0.8982214,0.20282257,0.08962077
0.019381447,0.7951496,0.25210992,0.20967034
0.080182455,0.41505408,0.61924225,0.0524611
0.023021521,0.7793553,0.24735548,0.34929734
0.016671447,0.8283534,0.23250034,0.17557284
0.05851326,0.61873937,0.4710022,0.07546971
0.016523542,0.89683604,0.2275965,0.12133308
0.0750251,0.36871162,0.6800712,0.03346717
0.01994142,0.80116355,0.2422533,0.25980264
0.10591,0.56265545,0.78233355,0.033158887
0.023687858,0.8183065,0.29052123,0.10847112
0.09018273,0.4193622,0.701941,0.045377243
0.027123516,0.77709574,0.22019432,0.49524212
0.01613711,0.86702603,0.20591879,0.21989305
0.014661519,0.8425919,0.2195498,0.15536709
0.009830402,0.92742187,0.17056851,0.14762653
0.076236024,0.3174815,0.8021453,0.02083974
0.00786148,0.92402065,0.1665051,0.108406596
0.03049211,0.82357466,0.30428162,0.08518146
0.010627902,0.9123265,0.22894113,0.110251814
0.067212135,0.3193923,0.88011837,0.012174464
0.101850405,0.4071354,0.71234983,0.04000283
0.015797693,0.80967057,0.22628759,0.18832885
0.013092109,0.91549915,0.19391793,0.15319438
0.0107639,0.90150464,0.22986676,0.13317083
0.02446271,0.75938106,0.23226161,0.3889819
0.014788283,0.86475235,0.2327682,0.15714115
0.09817504,0.49743208,0.6223371,0.10045745
0.0101361545,0.9259956,0.2049175,0.08805054
0.006507195,0.94599986,0.16156426,0.07515585
0.013509901,0.8882545,0.18320471,0.17252064
0.010056791,0.91179943,0.19708622,0.07141079
0.008864023,0.91862553,0.18136765,0.07966803
0.1185086,0.39616588,0.776414,0.030783487
0.008444829,0.9302626,0.1636542,0.11632911
0.017044535,0.87529683,0.2174482,0.2341322
0.050942015,0.67484486,0.38225612,0.10622142
0.088785596,0.3327607,0.8366064,0.014038313
0.014743775,0.880753,0.20606413,0.20967755
0.010224715,0.92994565,0.2054018,0.086627126
0.01714785,0.8657107,0.3677463,0.067924835
0.01093566,0.92252207,0.17311892,0.1578027
0.012037742,0.881118,0.1884725,0.14689787
0.09764993,0.33244607,0.8375356,0.014493245
0.015926924,0.8641727,0.22064537,0.17270574
0.010177167,0.9043711,0.18865636,0.11810118
0.005921417,0.95391,0.14874817,0.07576225
0.013014069,0.88803256,0.20941424,0.16702634
0.011016273,0.8957974,0.17364052,0.14354308
0.06580635,0.57915384,0.49567595,0.06577994
0.019195685,0.81951916,0.19966015,0.33088762
0.09500544,0.34565526,0.7881983,0.023855928
0.005560253,0.95108116,0.1511978,0.06822269
0.019016312,0.8733668,0.2632429,0.09478628
0.014715405,0.8583664,0.28294832,0.17375118
0.009929262,0.9147024,0.18462875,0.1292585
0.059089713,0.6403389,0.48448482,0.12546754
0.013841525,0.8965474,0.2289952,0.0976178
0.009374678,0.9145514,0.20044044,0.10314151
0.042409483,0.7268001,0.42875513,0.0739832
0.009274452,0.938735,0.16775241,0.11959495
0.0671516,0.3452867,0.8781082,0.009311195
0.07593138,0.39359337,0.6524948,0.05118373
0.01379085,0.8856694,0.23875797,0.16641085
0.040028807,0.77998745,0.4229727,0.062722705
0.018892419,0.8803577,0.28169537,0.09495003
0.008601144,0.9315636,0.17105804,0.1069565
0.016415639,0.88294315,0.20475154,0.22235882
0.014713302,0.8767134,0.23242408,0.07282143
0.069669664,0.4256141,0.62113,0.055606544
0.018639704,0.83695275,0.31774414,0.10349622
0.020304896,0.84550625,0.26345628,0.2590494
0.008853907,0.914481,0.1759425,0.08844094
0.017158011,0.83838844,0.21825549,0.19499181
0.11510411,0.4500632,0.7626172,0.03909788
0.015139379,0.87142473,0.25969043,0.069141395
0.008864793,0.9156218,0.1738698,0.12621474
0.009120871,0.916024,0.20288126,0.08127832
0.00872793,0.9228215,0.19114035,0.11570615
0.015629344,0.87544477,0.2743864,0.109818235
0.016474236,0.8187513,0.23368952,0.18713202
0.06439007,0.32083985,0.85353,0.010590424
0.062865615,0.5972842,0.4737386,0.11565761
0.019051732,0.7955487,0.2388323,0.25889552
0.00897869,0.9287914,0.18219094,0.10537357
0.009260249,0.9285744,0.15824918,0.14671646
0.08026157,0.31905025,0.9043393,0.009614414
0.04236685,0.71617985,0.39256498,0.12447815
0.012828082,0.8985688,0.22618054,0.13243943
0.012566255,0.89786243,0.21470995,0.17248465
0.009499773,0.91289693,0.19622718,0.13387108
0.0702909,0.5316866,0.54911524,0.09851631
0.008812111,0.9256297,0.20466562,0.06891051
0.017146466,0.8244542,0.2273995,0.16773203
0.063929185,0.33057427,0.8934017,0.00730391
0.012103793,0.88041747,0.19551483,0.14090884
0.009506923,0.92722553,0.19164856,0.083152086
0.08248347,0.2804319,0.97285384,0.0019302947
0.061638176,0.24393111,0.99452084,0.0002434136
0.06744384,0.29227585,0.95793104,0.002775346
0.11298001,0.39921224,0.8544342,0.020474758
0.059346,0.3037704,0.96941894,0.0014882243
0.10748748,0.5421958,0.6763105,0.058055267
0.025162723,0.7873525,0.22013432,0.34198073
0.011672362,0.89808273,0.22345178,0.12424836
0.081523746,0.3777253,0.7073948,0.03327665
0.015861118,0.8719813,0.26655245,0.0725611
0.026913688,0.8380683,0.3660666,0.068404414
0.042976327,0.698557,0.3890679,0.09672943
0.01412112,0.8684487,0.22430152,0.17376432
0.0076310365,0.9334206,0.16312869,0.0889251
0.08026127,0.4367243,0.6411529,0.0517634
0.014398101,0.8513945,0.2577234,0.13981518
0.027997278,0.7915572,0.29477406,0.07057021
0.007398454,0.9379596,0.180055,0.08262495
0.013722946,0.87967414,0.25354493,0.11298952
0.034190215,0.779996,0.44103548,0.077011384
0.0077534667,0.93356323,0.18829851,0.08642229
0.01629101,0.86721665,0.25552264,0.2178093
0.0153071815,0.875381,0.24076924,0.1440116
0.018098162,0.77951705,0.24375468,0.20729375
0.10661926,0.53750885,0.6149107,0.059321627
0.01090164,0.92552245,0.17265739,0.13873202
0.094134375,0.37944633,0.72115386,0.024717929
0.016734006,0.82393646,0.25185075,0.16674985
0.008215773,0.9247184,0.17832337,0.10529733
0.010883022,0.90018296,0.20080963,0.13772571
0.024381215,0.81934404,0.36297116,0.0861087
0.07493618,0.6625689,0.56420785,0.07419605
0.009977171,0.93239635,0.19537015,0.13896129
0.024502171,0.834768,0.36565223,0.07967183
0.065610364,0.27948564,0.983398,0.0011345104
0.08690567,0.42178464,0.6211071,0.058285717
0.011671721,0.9128629,0.2151827,0.10641617
0.014479023,0.89371353,0.20523062,0.13982606
0.09964488,0.4394851,0.66713005,0.05841671
0.018781532,0.8222132,0.23420379,0.25530398
0.010128306,0.8974109,0.17052436,0.12279027
0.013756469,0.9137368,0.20528226,0.102267414
0.010497912,0.91324836,0.19196777,0.14048736
0.106948875,0.48812994,0.66872525,0.04482833
0.104687095,0.3748025,0.8326237,0.02249072
0.0116615575,0.88782835,0.2697098,0.12559803
0.048077,0.66691566,0.39155003,0.082426846
0.008244579,0.9384321,0.17069095,0.0738615
0.09002609,0.30804878,0.772966,0.017402291
0.08480688,0.5200678,0.596402,0.13716212
0.009433571,0.91913915,0.18218695,0.10736963
0.042338658,0.7435583,0.35678923,0.09823424
0.074697785,0.48504987,0.59848684,0.06472367
0.0075462805,0.9365583,0.155423,0.115817174
0.019026313,0.85886383,0.2576492,0.100498274
0.02743069,0.8246758,0.2899301,0.102345
0.009378604,0.92568785,0.17913163,0.11774363
0.012320028,0.9004204,0.21778016,0.17807615
0.0076398007,0.94148654,0.17284873,0.08555986
0.020581163,0.814101,0.2586109,0.31079337
0.11586108,0.37437913,0.88663393,0.012438332
0.011443399,0.87905484,0.18947311,0.101474926
0.11980409,0.45952138,0.8179483,0.037979897
0.0064669363,0.9488035,0.15440328,0.084115006
0.01422032,0.88858634,0.24169633,0.0740198
0.0057786647,0.95338374,0.15157284,0.0773536
0.011305855,0.9073125,0.18625773,0.1412058
0.010277415,0.92670906,0.1822895,0.1125677
0.019486487,0.8087468,0.2254974,0.27939227
0.07802632,0.5373582,0.53066933,0.092650555
0.022992622,0.8678255,0.25768852,0.14007321
0.0059585706,0.95353657,0.15517871,0.08576755
0.07880293,0.38996676,0.6953502,0.034188733
0.09108413,0.3481614,0.8531555,0.012497539
0.014350163,0.88417214,0.18096629,0.18172817
0.011388304,0.91275007,0.18257873,0.12682825
0.07485003,0.317516,0.93720853,0.0048713405
0.014002282,0.8736295,0.19982123,0.17173028
0.12387496,0.46873075,0.7352236,0.04250266
0.012192614,0.9027789,0.19052076,0.16641153
0.052948367,0.629747,0.4137012,0.08294594
0.014365305,0.8910237,0.22717148,0.108695455
0.030932589,0.812628,0.32068115,0.136219
0.020450719,0.79665834,0.23229888,0.23820059
0.012336946,0.90592426,0.20841703,0.089597866
0.07653966,0.38789818,0.6802926,0.048653014
0.01813383,0.8537258,0.32273448,0.059787016
0.015005752,0.87968147,0.25539166,0.11655491
0.009934448,0.90890634,0.19418567,0.102977954
0.020561276,0.8215459,0.23009469,0.26347327
0.009683431,0.9102948,0.2076523,0.10887017
0.0639068,0.69236505,0.5841364,0.04750969
0.014407577,0.8860844,0.25527182,0.09897276
0.022869084,0.8026587,0.32120982,0.07001898
0.07667398,0.32794416,0.81970364,0.017831508
0.008180086,0.9341733,0.16820641,0.12361157
0.037783466,0.670191,0.43728626,0.065155275
0.09454571,0.34803137,0.8258376,0.01443162
0.011159249,0.90097,0.23837033,0.06998928
0.0098636765,0.9296897,0.18790565,0.14292677
0.017740529,0.8276738,0.22439009,0.19697385
0.093295015,0.32226,0.8376314,0.010665161
0.010519368,0.9045297,0.20241222,0.10924235
0.009111063,0.9265969,0.17524245,0.10491809
0.008810815,0.9285694,0.1908558,0.07484648
0.090447254,0.32125166,0.88533837,0.010589534
0.013758202,0.8794218,0.2207121,0.16576762
0.0149549935,0.86683095,0.23257154,0.1957914
0.116847634,0.41588116,0.7635791,0.040390227
0.07765408,0.47720167,0.58530086,0.058627397
0.0137074385,0.86593384,0.20495337,0.18596242
0.015922207,0.7767727,0.22993955,0.5104356
0.07446449,0.47744477,0.50579774,0.060673404
0.005972883,0.95331126,0.1551512,0.075886056
0.012003224,0.917948,0.19061407,0.17765918
0.018693212,0.793014,0.23388891,0.22173627
0.01960654,0.83987814,0.278327,0.08704341
0.0734046,0.30476737,0.94043404,0.00391635
0.017778765,0.8624268,0.27451867,0.18474582
0.07393892,0.34443948,0.91377515,0.009320627
0.021461856,0.8471978,0.2758787,0.14365739
0.01435081,0.8770505,0.20136566,0.20728604
0.026817812,0.82180023,0.32091266,0.117340915
0.006388867,0.94636947,0.14571227,0.080089524
0.07467997,0.30379155,0.96897477,0.0020459695
0.0066048605,0.94170433,0.1655674,0.07321009
0.0128354635,0.9070811,0.21041657,0.20524111
0.01498061,0.8745724,0.25145108,0.1130101
0.0095492285,0.9171268,0.19061969,0.14514405
0.01832204,0.81082284,0.2457536,0.23508899
0.008539422,0.9283404,0.1824992,0.0726694
0.058468178,0.7021243,0.6366281,0.0694345
0.10221992,0.39200687,0.7126491,0.033827018
0.008374339,0.92339504,0.17373778,0.098502114
0.088232495,0.36050332,0.8286549,0.015100219
0.057907436,0.2731299,0.99505585,0.00030828128
0.018253364,0.8256764,0.21913472,0.23711085
0.015532524,0.8718775,0.21313025,0.16768117
0.072163686,0.4903985,0.5522019,0.0882017
0.015798138,0.81143206,0.21013428,0.1498513
0.021556389,0.8341768,0.21094702,0.27029297
0.06766493,0.52377665,0.5514777,0.07085518
0.022392707,0.84061897,0.28191674,0.12117246
0.015547536,0.84468806,0.22649905,0.13644809
0.07088431,0.61688626,0.48264366,0.123479016
0.02159433,0.81436855,0.20091346,0.46697387
0.035509236,0.81083715,0.34089324,0.16585682
0.020133646,0.85771835,0.27599725,0.12444349
0.016453778,0.81810355,0.21825284,0.2081002
0.08842521,0.37993556,0.70718294,0.035248533
0.015698962,0.8620666,0.26030007,0.17894836
0.07323467,0.3329379,0.89772874,0.0080692945
0.011239937,0.86410344,0.22593023,0.10652875
0.07534153,0.5778296,0.53988934,0.07353997
0.013654727,0.8798433,0.26582134,0.13307193
0.035163928,0.74558336,0.34104633,0.103315294
0.0089399675,0.9242514,0.1694169,0.08970656
0.018111667,0.80951786,0.24865654,0.22236452
0.07354645,0.28051737,0.977066,0.0012036882
0.015901025,0.8155759,0.20963912,0.19239458
0.01219598,0.9022283,0.2211939,0.16306573
0.017043302,0.8464117,0.2269112,0.20510527
0.010940301,0.9033201,0.18532237,0.15253027
0.0145180905,0.89981407,0.23275493,0.081753686
0.010995986,0.9141079,0.17881382,0.12607262
0.099894024,0.36035132,0.7936871,0.022906236
0.05329451,0.73132944,0.50835073,0.049990054
0.017011076,0.8557276,0.24131647,0.18635045
0.022362825,0.8440415,0.27840295,0.2962453
0.06413805,0.26464257,0.9953604,0.000318244
0.00864396,0.92827004,0.16066805,0.115200125
0.05245391,0.755455,0.3416183,0.13098405
0.015926437,0.87418824,0.2719458,0.11939943
0.020812606,0.8025395,0.24915218,0.23584637
0.0067949966,0.94686115,0.15341985,0.08913109
0.02361866,0.8340706,0.2483123,0.23292114
0.014045364,0.88399506,0.25680918,0.15256979
0.035556886,0.74921674,0.30360568,0.081474386
0.03401519,0.8097441,0.31198928,0.124789156
0.007463364,0.94296235,0.16992706,0.07375171
0.021743447,0.8035598,0.2050743,0.3882385
0.023058811,0.8436627,0.28556463,0.12274119
0.0978662,0.37468907,0.7471987,0.0306915
0.094835214,0.45241332,0.6804419,0.05274944
0.09155492,0.42653456,0.72476494,0.044527628
0.0080291955,0.9222197,0.16207221,0.09747969
0.0073609324,0.94045395,0.15647914,0.08502934
0.01601222,0.8472119,0.2569675,0.07989089
0.0953253,0.3562566,0.72953784,0.021129183
0.06382875,0.2934323,0.9474401,0.0030166407
0.100047685,0.5281825,0.60206527,0.065686
0.04154698,0.78294575,0.4204825,0.08198787
0.07805693,0.5846597,0.55768806,0.13915533
0.07937941,0.41760972,0.64734083,0.045943953
0.0060729617,0.9506135,0.15181904,0.07582063
0.10213485,0.48694074,0.6618826,0.05382868
0.013400159,0.8640786,0.2366229,0.13991514
0.08634383,0.2936515,0.97460264,0.0019790307
0.011679372,0.9115177,0.20409398,0.10059112
0.014951796,0.86238533,0.2449914,0.07702128
0.07838967,0.2660801,0.99495614,0.0003858657
0.023227528,0.7808073,0.20068373,0.642772
0.009465323,0.9068667,0.20639169,0.10793011
0.015232393,0.84928876,0.22743511,0.17704809
0.081489146,0.4067808,0.6495847,0.047529303
0.020975526,0.874019,0.25148556,0.20704116
0.009936943,0.93253535,0.18584687,0.099007495
0.009574078,0.9207637,0.17062303,0.14850646
0.025580527,0.8316252,0.29134437,0.07616954
0.06908581,0.33310473,0.8264098,0.015991116
0.025050392,0.8278535,0.3506528,0.065398395
0.0063349046,0.95139986,0.15637138,0.07109613
0.0151543375,0.8650918,0.19048935,0.21089767
0.022840846,0.76628417,0.26218027,0.2548298
0.009262052,0.9198266,0.16277908,0.124090925
0.010568324,0.9255116,0.17916945,0.09168211
0.01750713,0.8577314,0.2106209,0.22455652
0.11248196,0.4077072,0.7360211,0.039457455
0.07980362,0.30745593,0.87887114,0.008757617
0.015136415,0.8873868,0.19234602,0.22797997
0.08124294,0.34455878,0.76142955,0.024164734
0.027740547,0.8088369,0.30700165,0.090099245
0.08188571,0.58539,0.5648909,0.06164564
0.018218057,0.8790933,0.2289419,0.11092332
0.019629184,0.8592002,0.207121,0.26519924
0.009182054,0.93463755,0.17312232,0.0864853
0.014013993,0.8871086,0.21386024,0.18374772
0.016894516,0.8778292,0.18935272,0.22949888
0.07105813,0.3814578,0.6436511,0.040226776
0.01687551,0.8441532,0.25063574,0.09495827
0.10774803,0.5345137,0.5917693,0.07153797
0.01828144,0.83608085,0.254417,0.2190703
0.024824306,0.8400995,0.2620246,0.123745345
0.10613061,0.48719496,0.675062,0.06735377
0.018458325,0.87011796,0.21664256,0.21249089
0.009628357,0.92646205,0.1733148,0.121177614
0.011918039,0.8925798,0.23309723,0.069305114
0.011081758,0.9196852,0.18405935,0.16138814
0.044358395,0.7479763,0.38548914,0.086883
0.008225885,0.9292361,0.16558747,0.10511363
0.016508237,0.8637152,0.21530893,0.21127206
0.040119987,0.8418124,0.31039673,0.18490615
0.023004083,0.8007755,0.23191449,0.5919671
0.015663955,0.88067466,0.24013302,0.10119584
0.073823445,0.27679875,0.9948944,0.00030804184
0.0141333,0.87233794,0.20919748,0.17691404
0.013504435,0.8856878,0.23283382,0.08215454
0.015934527,0.87461483,0.20034282,0.21721102
0.018908294,0.83359915,0.280971,0.19124989
0.01048809,0.9112323,0.17893839,0.14617082
0.0074409386,0.9397399,0.15601549,0.08691065
0.09731822,0.41400525,0.71778345,0.040221497
0.06767368,0.2943469,0.96475893,0.0023634296
0.11478766,0.3816538,0.8139605,0.022077465
0.014274069,0.8938776,0.18088359,0.1844692
0.00786283,0.92312086,0.17268685,0.088980086
0.008173975,0.93985707,0.17309551,0.09632866
0.016242389,0.8163038,0.2110989,0.20391811
0.05000437,0.6691119,0.42774013,0.07091107
0.015042389,0.83799064,0.20765795,0.14265165
0.017636398,0.8017299,0.20717114,0.20262586
0.014096273,0.82286674,0.2300151,0.1618955
0.011028823,0.90384704,0.1810319,0.13927908
0.0084259575,0.92243034,0.2156207,0.12186351
0.020963803,0.7953444,0.22977272,0.5224177
0.08115564,0.5707492,0.5495321,0.0799588
0.07616757,0.42339635,0.63775915,0.061210826
0.015850652,0.86551905,0.19710453,0.17818615
0.024009688,0.8554811,0.29719263,0.089820996
0.005897125,0.9523137,0.15094563,0.078106746
0.02883097,0.788162,0.3441379,0.0783093
0.014659343,0.8669762,0.1940608,0.19797912
0.016592663,0.8458123,0.20814994,0.19341312
0.019802555,0.8930817,0.25125718,0.15319182
0.016581371,0.86921436,0.21584205,0.208533
0.057566643,0.7078905,0.5144233,0.06255889
0.0130630955,0.9059899,0.17546569,0.20257886
0.018643612,0.8227642,0.22293772,0.2188955
0.10133832,0.5030643,0.6450278,0.059902206
0.060989086,0.33402482,0.875086,0.009499622
0.08887888,0.33434543,0.94855815,0.005036208
0.07229537,0.33158135,0.8210676,0.016918568
0.016554147,0.8809753,0.2100078,0.1813809
0.06332144,0.53728265,0.5326591,0.076000534
0.010896491,0.92883384,0.18900351,0.101686746
0.03499471,0.79465187,0.34437177,0.13265619
0.010196932,0.9102808,0.17712054,0.11440906
0.00952174,0.90921897,0.17390457,0.120187655
0.0732213,0.33377886,0.83996576,0.009804344
0.01771449,0.81572014,0.24526806,0.20862746
0.08794808,0.32294542,0.83625615,0.013934099
0.00854649,0.93112725,0.18706904,0.08466515
0.018435601,0.85136586,0.20709695,0.2509595
0.008646271,0.92452186,0.17088826,0.12581474
0.008867651,0.92855126,0.18470147,0.10408303
0.064814955,0.30762976,0.89452493,0.007383849
0.07036745,0.32138136,0.93676746,0.0039450303
0.009866346,0.915287,0.20282248,0.07934846
0.015282556,0.8779,0.21363205,0.19943847
0.078945495,0.587221,0.49736962,0.073304236
0.012348956,0.87956595,0.2749179,0.10214268
0.09986422,0.44776157,0.64231044,0.06020115
0.09598462,0.51410526,0.5714084,0.09656918
0.017665485,0.850237,0.2172071,0.19042887
0.0865915,0.39032522,0.7710395,0.032835238
0.009059819,0.921166,0.19683667,0.07490397
0.06843126,0.6602922,0.49780527,0.16620463
0.021505957,0.7949165,0.23629938,0.39875153
0.07295633,0.29453093,0.9740443,0.0020189583
0.088985674,0.29358166,0.94357413,0.004400585
0.008002888,0.91720873,0.21782246,0.0953349
0.013327241,0.9022562,0.238113,0.17727403
0.067459024,0.30540997,0.9670484,0.0017568553
0.02793605,0.7967764,0.50924003,0.048127018
0.008564789,0.925098,0.18748833,0.06182798
0.027709467,0.817089,0.3258457,0.11292995
0.020633627,0.81036896,0.22203974,0.24536991
0.005616268,0.9481085,0.1627585,0.07220101
0.020644784,0.83777267,0.23190309,0.26804754
0.10956635,0.4379468,0.69196516,0.04296505
0.02393026,0.81800216,0.20544018,0.3937252
0.06513631,0.51193595,0.57432646,0.079793505
0.08712269,0.5569512,0.8770683,0.012280582
0.008847164,0.9355709,0.17925195,0.087832734
0.008565712,0.9214842,0.20795757,0.09498312
0.059004594,0.59827256,0.47674677,0.071801655
0.039852634,0.6516392,0.45572317,0.075315386
0.07275722,0.3043443,0.9105121,0.0064163343
0.023229018,0.84611964,0.35983106,0.071094185
0.012270043,0.8844074,0.2354385,0.09422503
0.021476159,0.864692,0.27056485,0.090003535
0.014282443,0.8766008,0.24345662,0.15872775
0.00912996,0.9334524,0.17702867,0.08593453
0.012893716,0.89819163,0.21677886,0.16890591
0.059980813,0.679013,0.5080091,0.07952213
0.087863974,0.6507711,0.5707014,0.06921386
0.04924692,0.65629536,0.40624088,0.07778262
0.008313045,0.9390078,0.17218131,0.10088979
0.0079271635,0.9098145,0.19253695,0.08482599
0.082502015,0.40358093,0.71299446,0.054741766
0.014903537,0.87268853,0.24863696,0.15165938
0.08255533,0.35712227,0.72765785,0.026058378
0.018809564,0.8355242,0.4224839,0.07729253
